entry_id,contest_id,contest_name,C,C,W,W,D,D,UTIL,UTIL,G,"","Instructions"
"3072953383","87247-262981043","$800 Thu NHL Deflection (0.25 To Enter)","","","","","","","","","","","1) Edit your lineup by inserting any player from this list into their appropriate position columns"
"3072953386","87247-262981043","$800 Thu NHL Deflection (0.25 To Enter)","","","","","","","","","","","2) You can paste either the Player ID + Name OR ID from their respective columns"
"3072953389","87247-262981043","$800 Thu NHL Deflection (0.25 To Enter)","","","","","","","","","","","3) Any information to the right of the last position column will be ignored in the upload. Don't leave blank rows. Any entries after a blank row will not be edited"
"3072953391","87247-262981043","$800 Thu NHL Deflection (0.25 To Enter)","","","","","","","","","","","4) You can not use this form to create new entries"
"3072953393","87247-262981043","$800 Thu NHL Deflection (0.25 To Enter)","","","","","","","","","",""
"3072953395","87247-262981043","$800 Thu NHL Deflection (0.25 To Enter)","","","","","","","","","","",Player ID + Player Name,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
"3072953607","87247-262981043","$800 Thu NHL Deflection (0.25 To Enter)","","","","","","","","","","",87247-70251:Thatcher Demko,87247-70251,G,Thatcher,Thatcher Demko,Demko,9.399999618530273,16,6700,VAN@STL,VAN,STL,IR,Groin,,,,G
"3072953609","87247-262981043","$800 Thu NHL Deflection (0.25 To Enter)","","","","","","","","","","",87247-9269:Logan Couture,87247-9269,C,Logan,Logan Couture,Couture,13.424137510102371,58,6700,NSH@SJ,SJ,NSH,,,,,,C/UTIL
"3072953611","87247-262981043","$800 Thu NHL Deflection (0.25 To Enter)","","","","","","","","","","",87247-66688:Rasmus Andersson,87247-66688,D,Rasmus,Rasmus Andersson,Andersson,12.35636319247159,55,6700,CGY@VGK,CGY,VGK,,,,,,D/UTIL
"3072953613","87247-262981043","$800 Thu NHL Deflection (0.25 To Enter)","","","","","","","","","","",87247-42643:Spencer Martin,87247-42643,G,Spencer,Spencer Martin,Martin,8.824999809265137,32,6700,VAN@STL,VAN,STL,,,,,,G
"3072953615","87247-262981043","$800 Thu NHL Deflection (0.25 To Enter)","","","","","","","","","","",87247-8608:Kris Letang,87247-8608,D,Kris,Kris Letang,Letang,11.551282051282051,39,6600,EDM@PIT,PIT,EDM,,,,,,D/UTIL
"3072953618","87247-262981043","$800 Thu NHL Deflection (0.25 To Enter)","","","","","","","","","","",87247-15269:Rickard Rakell,87247-15269,W,Rickard,Rickard Rakell,Rakell,13.301786150251116,56,6600,EDM@PIT,PIT,EDM,,,,,,W/UTIL
"3072953620","87247-262981043","$800 Thu NHL Deflection (0.25 To Enter)","","","","","","","","","","",87247-40036:Tomas Hertl,87247-40036,C,Tomas,Tomas Hertl,Hertl,12.912727494673295,55,6600,NSH@SJ,SJ,NSH,,,,,,C/UTIL
"3072953621","87247-262981043","$800 Thu NHL Deflection (0.25 To Enter)","","","","","","","","","","",87247-180228:Daniel Mannella,87247-180228,G,Daniel,Daniel Mannella,Mannella,,,6500,ANH@WSH,ANH,WSH,,,,,,G
"3072953771","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-43045:Michael Houser,87247-43045,G,Michael,Michael Houser,Houser,33.20000076293945,2,6500,BUF@TB,BUF,TB,,,,,,G
"3072953772","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-180271:Brad Arvanitis,87247-180271,G,Brad,Brad Arvanitis,Arvanitis,,,6500,CGY@VGK,CGY,VGK,,,,,,G
"3072953773","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-180268:Daniil Chechelev,87247-180268,G,Daniil,Daniil Chechelev,Chechelev,,,6500,CGY@VGK,CGY,VGK,,,,,,G
"3072953775","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-161836:Tommy Nappier,87247-161836,G,Tommy,Tommy Nappier,Nappier,,,6500,EDM@PIT,PIT,EDM,,,,,,G
"3072953776","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-159805:Sebastian Cossa,87247-159805,G,Sebastian,Sebastian Cossa,Cossa,,,6500,NYR@DET,DET,NYR,,,,,,G
"3072953777","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-161867:Jet Greaves,87247-161867,G,Jet,Jet Greaves,Greaves,,,6500,MIN@CBJ,CBJ,MIN,,,,,,G
"3072953778","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-180303:Thomas Milic,87247-180303,G,Thomas,Thomas Milic,Milic,,,6500,MIN@CBJ,MIN,CBJ,,,,,,G
"3072953780","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-82007:Jiri Patera,87247-82007,G,Jiri,Jiri Patera,Patera,,,6500,CGY@VGK,VGK,CGY,,,,,,G
"3072953781","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-161891:Dylan Garand,87247-161891,G,Dylan,Dylan Garand,Garand,,,6500,NYR@DET,NYR,DET,,,,,,G
"3072953782","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-161892:Talyn Boyko,87247-161892,G,Talyn,Talyn Boyko,Boyko,,,6500,NYR@DET,NYR,DET,,,,,,G
"3072953783","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-82035:Cal Petersen,87247-82035,G,Cal,Cal Petersen,Petersen,8.533333460489908,12,6500,LA@NJ,LA,NJ,,,,,,G
"3072953784","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-82036:Matt Villalta,87247-82036,G,Matt,Matt Villalta,Villalta,,,6500,LA@NJ,LA,NJ,,,,,,G
"3072953785","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-161908:Garin Bjorklund,87247-161908,G,Garin,Garin Bjorklund,Bjorklund,,,6500,ANH@WSH,WSH,ANH,,,,,,G
"3072953786","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-43131:Malcolm Subban,87247-43131,G,Malcolm,Malcolm Subban,Subban,6,4,6500,BUF@TB,BUF,TB,,,,,,G
"3072953787","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-180359:Isaac Poulter,87247-180359,G,Isaac,Isaac Poulter,Poulter,,,6500,LA@NJ,NJ,LA,,,,,,G
"3072953788","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-145546:Yaroslav Askarov,87247-145546,G,Yaroslav,Yaroslav Askarov,Askarov,8.800000190734863,1,6500,NSH@SJ,NSH,SJ,,,,,,G
"3072953790","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-180363:Tyler Brennan,87247-180363,G,Tyler,Tyler Brennan,Brennan,,,6500,LA@NJ,NJ,LA,,,,,,G
"3072953791","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-166031:Taylor Gauthier,87247-166031,G,Taylor,Taylor Gauthier,Gauthier,,,6500,EDM@PIT,PIT,EDM,,,,,,G
"3072953793","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-161936:Jesper Vikman,87247-161936,G,Jesper,Jesper Vikman,Vikman,,,6500,CGY@VGK,VGK,CGY,,,,,,G
"3072953794","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-116882:Colten Ellis,87247-116882,G,Colten,Colten Ellis,Ellis,,,6500,VAN@STL,STL,VAN,,,,,,G
"3072953795","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-14483:Louis Domingue,87247-14483,G,Louis,Louis Domingue,Domingue,19.200000762939453,8,6500,NYR@DET,NYR,DET,,,,,,G
"3072953796","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-161955:Jan Bednar,87247-161955,G,Jan,Jan Bednar,Bednar,,,6500,NYR@DET,DET,NYR,,,,,,G
"3072953797","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-180393:Mason Beaupit,87247-180393,G,Mason,Mason Beaupit,Beaupit,,,6500,NSH@SJ,SJ,NSH,,,,,,G
"3072953798","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-168114:Ryan Fanti,87247-168114,G,Ryan,Ryan Fanti,Fanti,,,6500,EDM@PIT,EDM,PIT,,,,,,G
"3072953799","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-168113:Clay Stevenson,87247-168113,G,Clay,Clay Stevenson,Stevenson,,,6500,ANH@WSH,WSH,ANH,,,,,,G
"3072953800","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-82098:Michael DiPietro,87247-82098,G,Michael,Michael DiPietro,DiPietro,-0.800000011920929,1,6500,BOS@SEA,BOS,SEA,,,,,,G
"3072953801","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-168116:David Hrenak,87247-168116,G,David,David Hrenak,Hrenak,,,6500,LA@NJ,LA,NJ,,,,,,G
"3072953803","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-180410:Ty Young,87247-180410,G,Ty,Ty Young,Young,,,6500,VAN@STL,VAN,STL,,,,,,G
"3072953804","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-149699:Eetu Makiniemi,87247-149699,G,Eetu,Eetu Makiniemi,Makiniemi,11.600000381469727,2,6500,NSH@SJ,SJ,NSH,,,,,,G
"3072953805","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-180420:Jordan Papirny,87247-180420,G,Jordan,Jordan Papirny,Papirny,,,6500,CGY@VGK,VGK,CGY,,,,,,G
"3072953806","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-161995:Gage Alexander,87247-161995,G,Gage,Gage Alexander,Alexander,,,6500,ANH@WSH,ANH,WSH,,,,,,G
"3072953807","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-149709:Hugo Alnefelt,87247-149709,G,Hugo,Hugo Alnefelt,Alnefelt,-6.400000095367432,1,6500,BUF@TB,TB,BUF,,,,,,G
"3072953808","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-116948:Arturs Silovs,87247-116948,G,Arturs,Arturs Silovs,Silovs,14.800000190734863,2,6500,VAN@STL,VAN,STL,,,,,,G
"3072953809","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-149739:Nico Daws,87247-149739,G,Nico,Nico Daws,Daws,11.87199951171875,25,6500,LA@NJ,NJ,LA,,,,,,G
"3072953810","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-82163:Olle Eriksson Ek,87247-82163,G,Olle,Olle Eriksson Ek,Eriksson Ek,,,6500,ANH@WSH,ANH,WSH,,,,,,G
"3072953812","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-170240:Olof Lindbom,87247-170240,G,Olof,Olof Lindbom,Lindbom,,,6500,NYR@DET,NYR,DET,,,,,,G
"3072953813","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-82178:Kyle Keyser,87247-82178,G,Kyle,Kyle Keyser,Keyser,,,6500,BOS@SEA,BOS,SEA,,,,,,G
"3072953814","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-117021:Hunter Jones,87247-117021,G,Hunter,Hunter Jones,Jones,,,6500,MIN@CBJ,MIN,CBJ,,,,,,G
"3072953815","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-164127:Jack Lafontaine,87247-164127,G,Jack,Jack Lafontaine,Lafontaine,-5.199999809265137,2,6500,BUF@TB,TB,BUF,,,,,,G
"3072953818","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-82204:Parker Gahagen,87247-82204,G,Parker,Parker Gahagen,Gahagen,,,6500,NYR@DET,NYR,DET,,,,,,G
"3072953819","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-170275:Jesper Wallstedt,87247-170275,G,Jesper,Jesper Wallstedt,Wallstedt,,,6500,MIN@CBJ,MIN,CBJ,,,,,,G
"3072953820","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-117041:Beck Warm,87247-117041,G,Beck,Beck Warm,Warm,,,6500,BUF@TB,BUF,TB,,,,,,G
"3072953821","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-117055:Dustin Wolf,87247-117055,G,Dustin,Dustin Wolf,Wolf,,,6500,CGY@VGK,CGY,VGK,,,,,,G
"3072953823","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-162119:Will Cranley,87247-162119,G,Will,Will Cranley,Cranley,,,6500,VAN@STL,STL,VAN,,,,,,G
"3072953824","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-170326:Vadim Zherenko,87247-170326,G,Vadim,Vadim Zherenko,Zherenko,,,6500,VAN@STL,STL,VAN,,,,,,G
"3072953825","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-117081:Hayden Stewart,87247-117081,G,Hayden,Hayden Stewart,Stewart,,,6500,MIN@CBJ,CBJ,MIN,,,,,,G
"3072953826","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-39268:Jussi Olkinuora,87247-39268,G,Jussi,Jussi Olkinuora,Olkinuora,,,6500,NYR@DET,DET,NYR,,,,,,G
"3072953828","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-12654:Calvin Pickard,87247-12654,G,Calvin,Calvin Pickard,Pickard,8.799999872843424,3,6500,EDM@PIT,EDM,PIT,,,,,,G
"3072953829","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-168320:Brandon Bussi,87247-168320,G,Brandon,Brandon Bussi,Bussi,,,6500,BOS@SEA,BOS,SEA,,,,,,G
"3072953830","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-160183:Hunter Shepard,87247-160183,G,Hunter,Hunter Shepard,Shepard,,,6500,ANH@WSH,WSH,ANH,,,,,,G
"3072953831","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-8672:Mike Smith,87247-8672,G,Mike,Mike Smith,Smith,19.9272724498402,44,6500,EDM@PIT,EDM,PIT,IR,Undisclosed,,,,G
"3072953832","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-162281:John Lethemon,87247-162281,G,John,John Lethemon,Lethemon,,,6500,NYR@DET,DET,NYR,,,,,,G
"3072953833","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-162300:Benjamin Gaudreau,87247-162300,G,Benjamin,Benjamin Gaudreau,Gaudreau,,,6500,NSH@SJ,SJ,NSH,,,,,,G
"3072953834","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-135685:Victor Brattstrom,87247-135685,G,Victor,Victor Brattstrom,Brattstrom,,,6500,NYR@DET,DET,NYR,,,,,,G
"3072953835","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-96790:Joel Hofer,87247-96790,G,Joel,Joel Hofer,Hofer,11.600000381469727,2,6500,VAN@STL,STL,VAN,,,,,,G
"3072953836","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-8741:Nazem Kadri,87247-8741,C,Nazem,Nazem Kadri,Kadri,13.475861648033405,58,6500,CGY@VGK,CGY,VGK,,,,,,C/UTIL
"3072953837","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-8780:Jonathan Bernier,87247-8780,G,Jonathan,Jonathan Bernier,Bernier,13.439999389648438,10,6500,LA@NJ,NJ,LA,IR,Hip,,,,G
"3072953838","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-113276:Moritz Seider,87247-113276,D,Moritz,Moritz Seider,Seider,11.067856924874443,56,6500,NYR@DET,DET,NYR,,,,,,D/UTIL
"3072953839","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-8864:Robin Lehner,87247-8864,G,Robin,Robin Lehner,Lehner,16.78181873668324,44,6500,CGY@VGK,VGK,CGY,IR,Hip,,,,G
"3072953840","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-8883:Ben Bishop,87247-8883,G,Ben,Ben Bishop,Bishop,,,6500,BUF@TB,BUF,TB,IR,Knee,,,,G
"3072953842","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-103263:Joey Daccord,87247-103263,G,Joey,Joey Daccord,Daccord,6.199999809265137,4,6500,BOS@SEA,SEA,BOS,,,,,,G
"3072953843","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-97134:Olivier Rodrigue,87247-97134,G,Olivier,Olivier Rodrigue,Rodrigue,,,6500,EDM@PIT,EDM,PIT,,,,,,G
"3072953844","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-97161:Jacob Ingham,87247-97161,G,Jacob,Jacob Ingham,Ingham,,,6500,LA@NJ,LA,NJ,O,Back,,,,G
"3072953846","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-97204:Zachary Emond,87247-97204,G,Zachary,Zachary Emond,Emond,,,6500,NSH@SJ,SJ,NSH,,,,,,G
"3072953847","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-146375:Devin Cooley,87247-146375,G,Devin,Devin Cooley,Cooley,,,6500,NSH@SJ,NSH,SJ,,,,,,G
"3072953848","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-97247:Akira Schmid,87247-97247,G,Akira,Akira Schmid,Schmid,16.177778455946182,9,6500,LA@NJ,NJ,LA,,,,,,G
"3072953849","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-82912:Troy Terry,87247-82912,W,Troy,Troy Terry,Terry,12.829411525352329,51,6500,ANH@WSH,ANH,WSH,IR,Upper body,,,,W/UTIL
"3072953851","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-15366:Christopher Gibson,87247-15366,G,Christopher,Christopher Gibson,Gibson,0,1,6500,BOS@SEA,SEA,BOS,,,,,,G
"3072953852","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-66586:C.J. Motte,87247-66586,G,C.J.,C.J. Motte,Motte,,,6500,MIN@CBJ,MIN,CBJ,,,,,,G
"3072953853","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-66599:Zane McIntyre,87247-66599,G,Zane,Zane McIntyre,McIntyre,,,6500,MIN@CBJ,MIN,CBJ,,,,,,G
"3072953854","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-148544:Tomas Vomacka,87247-148544,G,Tomas,Tomas Vomacka,Vomacka,,,6500,NSH@SJ,NSH,SJ,,,,,,G
"3072953855","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-37968:Jonathan Marchessault,87247-37968,W,Jonathan,Jonathan Marchessault,Marchessault,12.786274031096815,51,6500,CGY@VGK,VGK,CGY,,,,,,W/UTIL
"3072953856","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-9366:Dustin Tokarski,87247-9366,G,Dustin,Dustin Tokarski,Tokarski,12,4,6500,EDM@PIT,PIT,EDM,,,,,,G
"3072953857","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-167127:Isaiah Saville,87247-167127,G,Isaiah,Isaiah Saville,Saville,,,6500,CGY@VGK,VGK,CGY,,,,,,G
"3072953858","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-66796:Callum Booth,87247-66796,G,Callum,Callum Booth,Booth,,,6500,BOS@SEA,SEA,BOS,,,,,,G
"3072953859","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-167289:Calle Clang,87247-167289,G,Calle,Calle Clang,Clang,,,6500,ANH@WSH,ANH,WSH,,,,,,G
"3072953861","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-58904:Aaron Dell,87247-58904,G,Aaron,Aaron Dell,Dell,9.800000190734863,4,6500,NSH@SJ,SJ,NSH,,,,,,G
"3072953862","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-169533:Strauss Mann,87247-169533,G,Strauss,Strauss Mann,Mann,,,6500,NSH@SJ,SJ,NSH,,,,,,G
"3072953863","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-104028:Daniil Tarasov,87247-104028,G,Daniil,Daniil Tarasov,Tarasov,12.057143075125557,14,6500,MIN@CBJ,CBJ,MIN,,,,,,G
"3072953864","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-58975:Maxime Lagace,87247-58975,G,Maxime,Maxime Lagace,Lagace,5.199999809265137,2,6500,BUF@TB,TB,BUF,,,,,,G
"3072953865","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-169657:Matthew Berlin,87247-169657,G,Matthew,Matthew Berlin,Berlin,0.800000011920929,1,6500,EDM@PIT,EDM,PIT,,,,,,G
"3072953866","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-42782:Oscar Dansk,87247-42782,G,Oscar,Oscar Dansk,Dansk,,,6500,CGY@VGK,CGY,VGK,,,,,,G
"3072953868","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-42800:Zach Fucale,87247-42800,G,Zach,Zach Fucale,Fucale,12.199999809265137,4,6500,ANH@WSH,WSH,ANH,,,,,,G
"3072953869","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-180027:Nolan Lalonde,87247-180027,G,Nolan,Nolan Lalonde,Lalonde,,,6500,MIN@CBJ,CBJ,MIN,,,,,,G
"3072953870","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-180028:Pavel Cajan,87247-180028,G,Pavel,Pavel Cajan,Cajan,,,6500,MIN@CBJ,CBJ,MIN,,,,,,G
"3072953871","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-59226:Alex Nedeljkovic,87247-59226,G,Alex,Alex Nedeljkovic,Nedeljkovic,7.466666539510091,12,6500,NYR@DET,DET,NYR,,,,,,G
"3072953872","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-180060:Brad Barone,87247-180060,G,Brad,Brad Barone,Barone,,,6500,BUF@TB,TB,BUF,,,,,,G
"3072953874","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-42852:Francois Brassard,87247-42852,G,Francois,Francois Brassard,Brassard,,,6500,BOS@SEA,BOS,SEA,,,,,,G
"3072953875","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-42853:Chris Driedger,87247-42853,G,Chris,Chris Driedger,Driedger,12.71111156322338,27,6500,BOS@SEA,SEA,BOS,IR,Knee,,,,G
"3072953876","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-14183:Keith Kinkaid,87247-14183,G,Keith,Keith Kinkaid,Kinkaid,32,1,6500,BOS@SEA,BOS,SEA,,,,,,G
"3072953877","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-157597:Filip Lindberg,87247-157597,G,Filip,Filip Lindberg,Lindberg,,,6500,EDM@PIT,PIT,EDM,,,,,,G
"3072953878","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-42982:Eric Comrie,87247-42982,G,Eric,Eric Comrie,Comrie,11.146666463216146,15,6500,BUF@TB,BUF,TB,,,,,,G
"3072953884","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-180201:Andrew Oke,87247-180201,G,Andrew,Andrew Oke,Oke,,,6500,NYR@DET,DET,NYR,,,,,,G
"3072953887","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-15283:Vincent Trocheck,87247-15283,C,Vincent,Vincent Trocheck,Trocheck,12.903508771929825,57,6400,NYR@DET,NYR,DET,,,,,,C/UTIL
"3072953889","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-171491:Andrei Kuzmenko,87247-171491,W,Andrei,Andrei Kuzmenko,Kuzmenko,12.44107164655413,56,6400,VAN@STL,VAN,STL,,,,,,W/UTIL
"3072953891","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-42910:Darnell Nurse,87247-42910,D,Darnell,Darnell Nurse,Nurse,11.415516820447198,58,6400,EDM@PIT,EDM,PIT,,,,,,D/UTIL
"3072953893","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-41390:Elias Lindholm,87247-41390,C,Elias,Elias Lindholm,Lindholm,13,56,6300,CGY@VGK,CGY,VGK,,,,,,C/UTIL
"3072953896","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-39464:Hampus Lindholm,87247-39464,D,Hampus,Hampus Lindholm,Lindholm,11.117856706891741,56,6300,BOS@SEA,BOS,SEA,,,,,,D/UTIL
"3072953898","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-59207:Viktor Arvidsson,87247-59207,W,Viktor,Viktor Arvidsson,Arvidsson,12.28490519973467,53,6300,LA@NJ,LA,NJ,,,,,,W/UTIL
"3072953901","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-12812:Jared Spurgeon,87247-12812,D,Jared,Jared Spurgeon,Spurgeon,11.078947368421053,57,6200,MIN@CBJ,MIN,CBJ,,,,,,D/UTIL
"3072953904","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-148097:Matt Boldy,87247-148097,W,Matt,Matt Boldy,Boldy,12.366667094983553,57,6200,MIN@CBJ,MIN,CBJ,,,,,,W/UTIL
"3072953906","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-128506:Trevor Zegras,87247-128506,C,Trevor,Trevor Zegras,Zegras,12.52068986563847,58,6200,ANH@WSH,ANH,WSH,,,,,,C/UTIL
"3072953909","87247-262981041","$500 Thu NHL Five Hole (150 Entries Max)","","","","","","","","","","",87247-8275:Matt Duchene,87247-8275,W,Matt,Matt Duchene,Duchene,12.098147922092014,54,6100,NSH@SJ,NSH,SJ,,,,,,W/UTIL
