entry_id,contest_id,contest_name,QB,RB,RB,WR,WR,WR,TE,FLEX,DEF,,Instructions,,,,,,,,,,,,,,,,,,,
2992948745,84056-260886927,$25K Sun NFL Pooch Punt (150 Entries Max),84056-69531,84056-58041,84056-91598,84056-45889,84056-73048,84056-90576,84056-80353,84056-39280,84056-12532,,84056-28643:Allen Robinson II,84056-28643,WR,Allen,Allen Robinson II,Robinson II,6.840000153,10,6500,SEA@LAR,LAR,SEA,4,IR,Foot,,,,WR/FLEX,
2992948746,84056-260886927,$25K Sun NFL Pooch Punt (150 Entries Max),84056-69531,84056-39280,84056-54608,84056-63819,84056-85671,84056-90576,84056-86244,84056-34331,84056-12532,,84056-30733:Cordarrelle Patterson,84056-30733,RB,Cordarrelle,Cordarrelle Patterson,Patterson,12.07499981,8,6400,PIT@ATL,ATL,PIT,1,,,,,,RB/FLEX,
2992948750,84056-260886927,$25K Sun NFL Pooch Punt (150 Entries Max),84056-63115,84056-104433,84056-54140,84056-60858,84056-71032,84056-86997,84056-33076,84056-103252,84056-12534,,84056-71706:T.J. Hockenson,84056-71706,TE,T.J.,T.J. Hockenson,Hockenson,10.06363609,11,6400,NYJ@MIN,MIN,NYJ,1,,,,,,TE/FLEX,
2992948753,84056-260886927,$25K Sun NFL Pooch Punt (150 Entries Max),84056-63115,84056-34331,84056-54140,84056-63819,84056-85671,84056-91419,84056-52436,84056-39716,84056-12532,,84056-90406:Zach Wilson,84056-90406,QB,Zach,Zach Wilson,Wilson,11.75142888,7,6400,NYJ@MIN,NYJ,MIN,1,NA,Coach's decision,,,,QB,
2992948757,84056-260886927,$25K Sun NFL Pooch Punt (150 Entries Max),84056-69531,84056-55050,84056-63050,84056-64841,84056-85671,84056-90576,84056-41872,84056-39280,84056-12548,,84056-41305:Zay Jones,84056-41305,WR,Zay,Zay Jones,Jones,9.530000305,10,6400,JAC@DET,JAC,DET,1,,,,,,WR/FLEX,
2992948758,84056-260886927,$25K Sun NFL Pooch Punt (150 Entries Max),84056-92020,84056-40442,84056-80001,84056-56250,84056-64841,84056-90576,84056-86244,84056-45889,84056-12532,,84056-6654:Matthew Stafford,84056-6654,QB,Matthew,Matthew Stafford,Stafford,12.93111081,9,6400,SEA@LAR,LAR,SEA,4,IR,Neck,,,,QB,
2992948760,84056-260886927,$25K Sun NFL Pooch Punt (150 Entries Max),84056-57439,84056-45631,84056-89230,84056-41305,84056-55987,84056-89981,84056-71705,84056-40442,84056-12537,,84056-56192:John Wolford,84056-56192,QB,John,John Wolford,Wolford,9.779999733,1,6400,SEA@LAR,LAR,SEA,4,,,,,,QB,
2992948762,84056-260886927,$25K Sun NFL Pooch Punt (150 Entries Max),84056-57439,84056-54140,84056-73273,84056-114180,84056-83083,84056-85671,84056-86244,84056-40442,84056-12549,,84056-60787:Bryce Perkins,84056-60787,QB,Bryce,Bryce Perkins,Perkins,5.71333313,3,6400,SEA@LAR,LAR,SEA,4,,,,,,QB,
2992948764,84056-260886927,$25K Sun NFL Pooch Punt (150 Entries Max),84056-63336,84056-55050,84056-73273,84056-41305,84056-85701,84056-86997,84056-80353,84056-56265,84056-12548,,84056-91598:D'Andre Swift,84056-91598,RB,D'Andre,D'Andre Swift,Swift,11.47500038,8,6400,JAC@DET,DET,JAC,1,,,,,,RB/FLEX,
2992948765,84056-260886927,$25K Sun NFL Pooch Punt (150 Entries Max),84056-69189,84056-72731,84056-90562,84056-40669,84056-45889,84056-91426,84056-57299,84056-110259,84056-12527,,84056-56809:Allen Lazard,84056-56809,WR,Allen,Allen Lazard,Lazard,10.53000031,10,6400,GB@CHI,GB,CHI,1,,,,,,WR/FLEX,
2992948768,84056-260886927,$25K Sun NFL Pooch Punt (150 Entries Max),84056-89951,84056-54140,84056-90562,84056-31001,84056-60858,84056-86997,84056-80353,84056-103564,84056-12538,,84056-30231:Jacoby Brissett,84056-30231,QB,Jacoby,Jacoby Brissett,Brissett,15.82909047,11,6400,CLE@HOU,CLE,HOU,1,,,,,,QB,
2992948771,84056-260886927,$25K Sun NFL Pooch Punt (150 Entries Max),84056-57439,84056-40167,84056-55050,84056-45889,84056-55987,84056-87418,84056-80353,84056-104433,84056-12532,,84056-34331:Latavius Murray,84056-34331,RB,Latavius,Latavius Murray,Murray,10.47142901,7,6400,DEN@BAL,DEN,BAL,1,,,,,,RB/FLEX,
2992948775,84056-260886927,$25K Sun NFL Pooch Punt (150 Entries Max),84056-53331,84056-45631,84056-65724,84056-56250,84056-60858,84056-86997,84056-86244,84056-31001,84056-12548,,84056-30761:Nathan Peterman,84056-30761,QB,Nathan,Nathan Peterman,Peterman,0.200000003,1,6300,GB@CHI,CHI,GB,1,,,,,,QB,
2992948777,84056-260886927,$25K Sun NFL Pooch Punt (150 Entries Max),84056-26483,84056-55050,84056-73273,84056-31001,84056-41305,84056-55987,84056-71705,84056-169776,84056-12555,,84056-39716:Adam Thielen,84056-39716,WR,Adam,Adam Thielen,Thielen,9.300000277,11,6300,NYJ@MIN,MIN,NYJ,1,,,,,,WR/FLEX,
2992948778,84056-260886927,$25K Sun NFL Pooch Punt (150 Entries Max),84056-69189,84056-90933,84056-91598,84056-25267,84056-45889,84056-87418,84056-64031,84056-55050,84056-12545,,84056-29501:Brandin Cooks,84056-29501,WR,Brandin,Brandin Cooks,Cooks,8.069999695,10,6300,CLE@HOU,HOU,CLE,1,NA,Calf,,,,WR/FLEX,
2992948779,84056-260886927,$25K Sun NFL Pooch Punt (150 Entries Max),84056-54879,84056-55050,84056-86055,84056-29253,84056-60858,84056-90573,84056-70601,84056-104433,84056-12525,,84056-130288:James Robinson,84056-130288,RB,James,James Robinson,Robinson,8.209999847,10,6300,NYJ@MIN,NYJ,MIN,1,,,,,,RB/FLEX,
2992948781,84056-260886927,$25K Sun NFL Pooch Punt (150 Entries Max),84056-69531,84056-104433,84056-39280,84056-56698,84056-72846,84056-90576,84056-60712,84056-45889,84056-12528,,84056-93539:Michael Carter,84056-93539,RB,Michael,Michael Carter,Carter,8.172727411,11,6300,NYJ@MIN,NYJ,MIN,1,NA,Ankle,,,,RB/FLEX,
2992948782,84056-260886927,$25K Sun NFL Pooch Punt (150 Entries Max),84056-57439,84056-40442,84056-45631,84056-88575,84056-89981,84056-90576,84056-80353,84056-55987,84056-12548,,84056-40669:Tyler Boyd,84056-40669,WR,Tyler,Tyler Boyd,Boyd,9.719999834,11,6300,KC@CIN,CIN,KC,4,,,,,,WR/FLEX,
2992948783,84056-260886927,$25K Sun NFL Pooch Punt (150 Entries Max),84056-63115,84056-40442,84056-55050,84056-169776,84056-31001,84056-56059,84056-52436,84056-34331,84056-12537,,84056-28434:Trevor Siemian,84056-28434,QB,Trevor,Trevor Siemian,Siemian,5.579999924,2,6300,GB@CHI,CHI,GB,1,IR,Oblique,,,,QB,
2992948784,84056-260886927,$25K Sun NFL Pooch Punt (150 Entries Max),84056-89951,84056-34331,84056-39280,84056-45889,84056-56250,84056-60858,84056-57299,84056-104433,84056-12534,,84056-63819:Darius Slayton,84056-63819,WR,Darius,Darius Slayton,Slayton,9.137499809,8,6200,WAS@NYG,NYG,WAS,1,,,,,,WR/FLEX,
2992948786,84056-260886927,$25K Sun NFL Pooch Punt (150 Entries Max),84056-92020,84056-90933,84056-92575,84056-31001,84056-41305,84056-85671,84056-86244,84056-103342,84056-12548,,84056-39793:George Kittle,84056-39793,TE,George,George Kittle,Kittle,9.444444444,9,6200,MIA@SF,SF,MIA,4,,,,,,TE/FLEX,
2992948788,84056-260886927,$25K Sun NFL Pooch Punt (150 Entries Max),84056-63336,84056-34331,84056-54140,84056-103564,84056-40669,84056-55987,84056-71706,84056-103342,84056-12534,,84056-89230:Cam Akers,84056-89230,RB,Cam,Cam Akers,Akers,3.800000085,9,6200,SEA@LAR,LAR,SEA,4,,,,,,RB/FLEX,
2992948789,84056-260886927,$25K Sun NFL Pooch Punt (150 Entries Max),84056-57439,84056-45229,84056-55050,84056-55987,84056-85671,84056-85798,84056-41872,84056-103564,84056-12548,,84056-62628:DeAndre Carter,84056-62628,WR,DeAndre,DeAndre Carter,Carter,7.245454268,11,6200,LAC@LV,LAC,LV,4,,,,,,WR/FLEX,
2992948790,84056-260886927,$25K Sun NFL Pooch Punt (150 Entries Max),84056-54604,84056-40442,84056-55552,84056-41305,84056-53681,84056-85798,84056-71706,84056-110246,84056-12538,,84056-89628:Davis Mills,84056-89628,QB,Davis,Davis Mills,Mills,12.65599976,10,6200,CLE@HOU,HOU,CLE,1,,,,,,QB,
2992948792,84056-260886927,$25K Sun NFL Pooch Punt (150 Entries Max),84056-29358,84056-54140,84056-80001,84056-45889,84056-60858,84056-64496,84056-71705,84056-104433,84056-12552,,84056-53095:Kyle Allen,84056-53095,QB,Kyle,Kyle Allen,Allen,11.80000019,1,6200,CLE@HOU,HOU,CLE,1,,,,,,QB,
2992948794,84056-260886927,$25K Sun NFL Pooch Punt (150 Entries Max),84056-57439,84056-40442,84056-80001,84056-64841,84056-73048,84056-83083,84056-52436,84056-34331,84056-12532,,84056-14377:Tyrod Taylor,84056-14377,QB,Tyrod,Tyrod Taylor,Taylor,2.440000057,1,6100,WAS@NYG,NYG,WAS,1,,,,,,QB,
2992948795,84056-260886927,$25K Sun NFL Pooch Punt (150 Entries Max),84056-29358,84056-104433,84056-53562,84056-64496,84056-66008,84056-85798,84056-86244,84056-53681,84056-12555,,84056-39034:Kurt Benkert,84056-39034,QB,Kurt,Kurt Benkert,Benkert,-0.100000001,1,6100,MIA@SF,SF,MIA,4,,,,,,QB,
2992948798,84056-260886927,$25K Sun NFL Pooch Punt (150 Entries Max),84056-69531,84056-40167,84056-54140,84056-110246,84056-45889,84056-90576,84056-88297,84056-103564,84056-12532,,84056-86278:Desmond Ridder,84056-86278,QB,Desmond,Desmond Ridder,Ridder,,,6100,PIT@ATL,ATL,PIT,1,,,,,,QB,
2992948799,84056-260886927,$25K Sun NFL Pooch Punt (150 Entries Max),84056-57439,84056-103252,84056-30989,84056-41305,84056-85671,84056-90576,84056-71706,84056-103564,84056-12555,,84056-61798:Gardner Minshew II,84056-61798,QB,Gardner,Gardner Minshew II,Minshew II,0.819999993,1,6100,TEN@PHI,PHI,TEN,1,,,,,,QB,
2992948800,84056-260886927,$25K Sun NFL Pooch Punt (150 Entries Max),84056-57439,84056-39280,84056-40442,84056-40647,84056-45889,84056-52613,84056-71705,84056-57299,84056-12539,,84056-70051:Tyler Huntley,84056-70051,QB,Tyler,Tyler Huntley,Huntley,12.37714277,7,6100,DEN@BAL,BAL,DEN,1,,,,,,QB,
2992948802,84056-260886927,$25K Sun NFL Pooch Punt (150 Entries Max),84056-54604,84056-54608,84056-86055,84056-110259,84056-53681,84056-85798,84056-52436,84056-53562,84056-12537,,84056-31170:Brandon Allen,84056-31170,QB,Brandon,Brandon Allen,Allen,0.779999971,1,6100,KC@CIN,CIN,KC,4,,,,,,QB,
2992948803,84056-260886927,$25K Sun NFL Pooch Punt (150 Entries Max),84056-92020,84056-73273,84056-80001,84056-45889,84056-66008,84056-85798,84056-80353,84056-55552,84056-12534,,84056-33259:Teddy Bridgewater,84056-33259,QB,Teddy,Teddy Bridgewater,Bridgewater,7.994999886,4,6100,MIA@SF,MIA,SF,4,Q,Knee,,,,QB,
2992948804,84056-260886927,$25K Sun NFL Pooch Punt (150 Entries Max),84056-92020,84056-30733,84056-54140,84056-60858,84056-86997,84056-88575,84056-86244,84056-45889,84056-12556,,84056-64051:Drew Lock,84056-64051,QB,Drew,Drew Lock,Lock,8.896666845,6,6100,SEA@LAR,SEA,LAR,4,,,,,,QB,
2992948805,84056-260886927,$25K Sun NFL Pooch Punt (150 Entries Max),84056-38435,84056-103342,84056-40442,84056-31001,84056-60858,84056-86997,84056-88297,84056-103564,84056-12537,,84056-6714:Joe Flacco,84056-6714,QB,Joe,Joe Flacco,Flacco,15.8799998,3,6100,NYJ@MIN,NYJ,MIN,1,,,,,,QB,
2992948806,84056-260886927,$25K Sun NFL Pooch Punt (150 Entries Max),84056-69531,84056-73273,84056-90933,84056-40669,84056-53681,84056-90576,84056-40126,84056-54140,84056-12548,,84056-41562:Nick Mullens,84056-41562,QB,Nick,Nick Mullens,Mullens,1.019999981,2,6100,NYJ@MIN,MIN,NYJ,1,,,,,,QB,
2992948808,84056-260886927,$25K Sun NFL Pooch Punt (150 Entries Max),84056-69531,84056-40442,84056-91598,84056-64389,84056-66008,84056-90576,84056-71706,84056-53681,84056-12548,,84056-8803:Chase Daniel,84056-8803,QB,Chase,Chase Daniel,Daniel,0,1,6100,LAC@LV,LAC,LV,4,,,,,,QB,
2992948809,84056-260886927,$25K Sun NFL Pooch Punt (150 Entries Max),84056-63336,84056-55050,84056-55552,84056-40647,84056-55987,84056-85701,84056-86244,84056-30989,84056-12532,,84056-90933:Antonio Gibson,84056-90933,RB,Antonio,Antonio Gibson,Gibson,10.68333308,12,6100,WAS@NYG,WAS,NYG,1,,,,,,RB/FLEX,
2992948810,84056-260886927,$25K Sun NFL Pooch Punt (150 Entries Max),84056-69531,84056-45631,84056-54140,84056-110259,84056-64389,84056-72846,84056-41872,84056-40442,84056-12552,,84056-91426:Donovan Peoples-Jones,84056-91426,WR,Donovan,Donovan Peoples-Jones,Peoples-Jones,7.681818182,11,6100,CLE@HOU,CLE,HOU,1,,,,,,WR/FLEX,
2992948812,84056-260886927,$25K Sun NFL Pooch Punt (150 Entries Max),84056-92020,84056-54140,84056-90562,84056-41305,84056-53681,84056-64496,84056-86244,84056-31001,84056-12555,,84056-27986:C.J. Beathard,84056-27986,QB,C.J.,C.J. Beathard,Beathard,-0.100000001,1,6100,JAC@DET,JAC,DET,1,,,,,,QB,
2992948813,84056-260886927,$25K Sun NFL Pooch Punt (150 Entries Max),84056-57439,84056-54140,84056-73273,84056-55987,84056-64496,84056-89981,84056-88297,84056-40442,84056-12538,,84056-69017:Jordan Love,84056-69017,QB,Jordan,Jordan Love,Love,3.813333193,3,6100,GB@CHI,GB,CHI,1,,,,,,QB,
2992948815,84056-260886927,$25K Sun NFL Pooch Punt (150 Entries Max),84056-45859,84056-103342,84056-54140,84056-45889,84056-87418,84056-91419,84056-86244,84056-41305,84056-12539,,84056-40407:Joshua Dobbs,84056-40407,QB,Joshua,Joshua Dobbs,Dobbs,,,6100,CLE@HOU,CLE,HOU,1,,,,,,QB,
2992948816,84056-260886927,$25K Sun NFL Pooch Punt (150 Entries Max),84056-6894,84056-30733,84056-55050,84056-31001,84056-53681,84056-90576,84056-80353,84056-103564,84056-12537,,84056-60947:Jarrett Stidham,84056-60947,QB,Jarrett,Jarrett Stidham,Stidham,2.880000114,1,6100,LAC@LV,LV,LAC,4,,,,,,QB,
2992948818,84056-260886927,$25K Sun NFL Pooch Punt (150 Entries Max),84056-57439,84056-45631,84056-54140,84056-45439,84056-83083,84056-85701,84056-86244,84056-40669,84056-12549,,84056-40482:Tim Boyle,84056-40482,QB,Tim,Tim Boyle,Boyle,7.585000038,4,6100,GB@CHI,CHI,GB,1,NA,Coach's decision,,,,QB,
2992948821,84056-260886927,$25K Sun NFL Pooch Punt (150 Entries Max),84056-57439,84056-103342,84056-34331,84056-112062,84056-55987,84056-85701,84056-86244,84056-103252,84056-12539,,84056-87691:Malik Willis,84056-87691,QB,Malik,Malik Willis,Willis,1.75999999,4,6100,TEN@PHI,TEN,PHI,1,,,,,,QB,
2992948822,84056-260886927,$25K Sun NFL Pooch Punt (150 Entries Max),84056-63336,84056-39280,84056-91598,84056-40647,84056-55987,84056-89981,84056-57299,84056-104433,84056-12555,,84056-69294:Skylar Thompson,84056-69294,QB,Skylar,Skylar Thompson,Thompson,1.879999995,4,6100,MIA@SF,MIA,SF,4,,,,,,QB,
2992948826,84056-260886927,$25K Sun NFL Pooch Punt (150 Entries Max),84056-57439,84056-30989,84056-54140,84056-55987,84056-60858,84056-85701,84056-88297,84056-41305,84056-12527,,84056-110259:Treylon Burks,84056-110259,WR,Treylon,Treylon Burks,Burks,7.514285496,7,6100,TEN@PHI,TEN,PHI,1,,,,,,WR/FLEX,
2992948829,84056-260886927,$25K Sun NFL Pooch Punt (150 Entries Max),84056-69531,84056-39280,84056-40442,84056-41305,84056-90573,84056-90576,84056-80353,84056-104433,84056-12548,,84056-38628:Mitch Trubisky,84056-38628,QB,Mitch,Mitch Trubisky,Trubisky,10.55599976,5,6100,PIT@ATL,PIT,ATL,1,,,,,,QB,
2992948830,84056-260886927,$25K Sun NFL Pooch Punt (150 Entries Max),84056-45859,84056-40442,84056-73273,84056-85798,84056-86997,84056-87418,84056-60712,84056-103342,84056-12534,,84056-61157:Brett Rypien,84056-61157,QB,Brett,Brett Rypien,Rypien,8.899999619,1,6100,DEN@BAL,DEN,BAL,1,,,,,,QB,
2992948831,84056-260886927,$25K Sun NFL Pooch Punt (150 Entries Max),84056-57439,84056-45229,84056-54140,84056-25267,84056-40647,84056-45889,84056-57299,84056-40442,84056-12555,,84056-71710:Nate Stanley,84056-71710,QB,Nate,Nate Stanley,Stanley,,,6000,NYJ@MIN,MIN,NYJ,1,,,,,,QB,
2992948834,84056-260886927,$25K Sun NFL Pooch Punt (150 Entries Max),84056-63336,84056-40442,84056-55050,84056-25813,84056-40669,84056-53681,84056-71706,84056-34331,84056-12537,,84056-86052:Kadarius Toney,84056-86052,WR,Kadarius,Kadarius Toney,Toney,4.5,5,6000,KC@CIN,KC,CIN,4,O,Hamstring,,,,WR/FLEX,
2992948835,84056-260886927,$25K Sun NFL Pooch Punt (150 Entries Max),84056-92020,84056-54140,84056-55552,84056-110246,84056-85671,84056-90576,84056-88297,84056-39280,84056-12528,,84056-28744:Raheem Mostert,84056-28744,RB,Raheem,Raheem Mostert,Mostert,9.869999695,10,6000,MIA@SF,MIA,SF,4,,,,,,RB/FLEX,
2992948836,84056-260886927,$25K Sun NFL Pooch Punt (150 Entries Max),84056-57439,84056-40442,84056-86055,84056-39716,84056-55987,84056-89981,84056-60712,84056-103564,84056-12532,,84056-104576:Sam Howell,84056-104576,QB,Sam,Sam Howell,Howell,,,6000,WAS@NYG,WAS,NYG,1,,,,,,QB,
2992948837,84056-260886927,$25K Sun NFL Pooch Punt (150 Entries Max),84056-69531,84056-45631,84056-55050,84056-56809,84056-64841,84056-85671,84056-41872,84056-40442,84056-12548,,84056-94396:Carson Strong,84056-94396,QB,Carson,Carson Strong,Strong,,,6000,TEN@PHI,PHI,TEN,1,,,,,,QB,
2992948838,84056-260886927,$25K Sun NFL Pooch Punt (150 Entries Max),84056-69189,84056-54140,84056-72731,84056-45889,84056-70422,84056-83083,84056-57299,84056-28744,84056-12555,,84056-149696:Trey Lance,84056-149696,QB,Trey,Trey Lance,Lance,6.730000019,2,6000,MIA@SF,SF,MIA,4,IR,Ankle,,,,QB,
2992948839,84056-260886927,$25K Sun NFL Pooch Punt (150 Entries Max),84056-69189,84056-72731,84056-86055,84056-103564,84056-45889,84056-87418,84056-87260,84056-34331,84056-12528,,84056-69833:Shane Buechele,84056-69833,QB,Shane,Shane Buechele,Buechele,,,6000,KC@CIN,KC,CIN,4,,,,,,QB,
2992948842,84056-260886927,$25K Sun NFL Pooch Punt (150 Entries Max),84056-21948,84056-54140,84056-71845,84056-56250,84056-73048,84056-85671,84056-40126,84056-40647,84056-12555,,84056-45259:Logan Woodside,84056-45259,QB,Logan,Logan Woodside,Woodside,-0.150000006,4,6000,TEN@PHI,TEN,PHI,1,,,,,,QB,
2992948844,84056-260886927,$25K Sun NFL Pooch Punt (150 Entries Max),84056-69531,84056-39280,84056-90933,84056-40669,84056-85671,84056-90576,84056-57338,84056-103564,84056-12528,,84056-92362:Levi Lewis,84056-92362,QB,Levi,Levi Lewis,Lewis,,,6000,SEA@LAR,SEA,LAR,4,,,,,,QB,
2992948845,84056-260886927,$25K Sun NFL Pooch Punt (150 Entries Max),84056-92020,84056-30733,84056-89956,84056-56250,84056-73048,84056-85671,84056-86244,84056-103564,84056-12527,,84056-92413:Elijah Mitchell,84056-92413,RB,Elijah,Elijah Mitchell,Mitchell,6.150000095,4,6000,MIA@SF,SF,MIA,4,IR,Knee - mcl,,,,RB/FLEX,
2992948846,84056-260886927,$25K Sun NFL Pooch Punt (150 Entries Max),84056-57439,84056-103342,84056-40167,84056-52917,84056-55987,84056-85701,84056-60712,84056-40669,84056-12527,,84056-170252:Felix Harper,84056-170252,QB,Felix,Felix Harper,Harper,,,6000,CLE@HOU,CLE,HOU,1,,,,,,QB,
2992948847,84056-260886927,$25K Sun NFL Pooch Punt (150 Entries Max),84056-63115,84056-54140,84056-89956,84056-40669,84056-70422,84056-73048,84056-52436,84056-104433,84056-12547,,84056-84287:Luis Perez,84056-84287,QB,Luis,Luis Perez,Perez,,,6000,SEA@LAR,LAR,SEA,4,,,,,,QB,
2992948848,84056-260886927,$25K Sun NFL Pooch Punt (150 Entries Max),84056-92020,84056-40442,84056-55050,84056-66008,84056-73048,84056-90576,84056-88297,84056-39280,84056-12548,,84056-53729:Mason Rudolph,84056-53729,QB,Mason,Mason Rudolph,Rudolph,9.68999958,2,6000,PIT@ATL,PIT,ATL,1,NA,Coach's decision,,,,QB,
2992948849,84056-260886927,$25K Sun NFL Pooch Punt (150 Entries Max),84056-69531,84056-40442,84056-55552,84056-85798,84056-86997,84056-90576,84056-57299,84056-110246,84056-12548,,84056-72241:Drew Plitt,84056-72241,QB,Drew,Drew Plitt,Plitt,,,6000,KC@CIN,CIN,KC,4,,,,,,QB,
2992948850,84056-260886927,$25K Sun NFL Pooch Punt (150 Entries Max),84056-63336,84056-30733,84056-73273,84056-41305,84056-55987,84056-85701,84056-88297,84056-103342,84056-12548,,84056-94797:Kellen Mond,84056-94797,QB,Kellen,Kellen Mond,Mond,0.200000003,1,6000,CLE@HOU,CLE,HOU,1,NA,Coach's decision,,,,QB,
2992948853,84056-260886927,$25K Sun NFL Pooch Punt (150 Entries Max),84056-90572,84056-54140,84056-89956,84056-53681,84056-61593,84056-70422,84056-41872,84056-103342,84056-12534,,84056-29445:Sean Mannion,84056-29445,QB,Sean,Sean Mannion,Mannion,12.96000004,1,6000,SEA@LAR,SEA,LAR,4,,,,,,QB,
2992948854,84056-260886927,$25K Sun NFL Pooch Punt (150 Entries Max),84056-21948,84056-80001,84056-86055,84056-14257,84056-53681,84056-85798,84056-88297,84056-71845,84056-12555,,84056-90912:Kenneth Gainwell,84056-90912,RB,Kenneth,Kenneth Gainwell,Gainwell,4.681818182,11,6000,TEN@PHI,PHI,TEN,1,,,,,,RB/FLEX,
2992948855,84056-260886927,$25K Sun NFL Pooch Punt (150 Entries Max),84056-22038,84056-80001,84056-86055,84056-45439,84056-45889,84056-85798,84056-41872,84056-55050,84056-12528,,84056-95026:Dustin Crum,84056-95026,QB,Dustin,Dustin Crum,Crum,,,6000,KC@CIN,KC,CIN,4,,,,,,QB,
2992948856,84056-260886927,$25K Sun NFL Pooch Punt (150 Entries Max),84056-89951,84056-71845,84056-73273,84056-41305,84056-53681,84056-56250,84056-57338,84056-31001,84056-12548,,84056-33647:Kyle Sloter,84056-33647,QB,Kyle,Kyle Sloter,Sloter,,,6000,JAC@DET,JAC,DET,1,,,,,,QB,
2992948857,84056-260886927,$25K Sun NFL Pooch Punt (150 Entries Max),84056-57439,84056-27229,84056-39280,84056-55987,84056-89981,84056-90576,84056-57299,84056-25267,84056-12538,,84056-39795:Davis Webb,84056-39795,QB,Davis,Davis Webb,Webb,-0.300000012,1,6000,WAS@NYG,NYG,WAS,1,,,,,,QB,
2992948858,84056-260886927,$25K Sun NFL Pooch Punt (150 Entries Max),84056-92020,84056-103342,84056-40442,84056-53681,84056-90576,84056-91419,84056-39793,84056-110246,84056-12537,,84056-62364:Josh Rosen,84056-62364,QB,Josh,Josh Rosen,Rosen,-0.413333337,3,6000,CLE@HOU,CLE,HOU,1,,,,,,QB,
2992948860,84056-260886927,$25K Sun NFL Pooch Punt (150 Entries Max),84056-45859,84056-52451,84056-54140,84056-41305,84056-45889,84056-73048,84056-57299,84056-103564,84056-12527,,84056-93103:E.J. Perry,84056-93103,QB,E.J.,E.J. Perry,Perry,,,6000,JAC@DET,JAC,DET,1,,,,,,QB,
2995249886,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-22038,84056-34331,84056-64401,84056-56250,84056-85671,84056-91426,84056-60451,84056-27050,84056-12548,,84056-29715:Kevin Hogan,84056-29715,QB,Kevin,Kevin Hogan,Hogan,,,6000,CLE@HOU,HOU,CLE,1,,,,,,QB,
2995249912,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-90572,84056-55050,84056-80001,84056-56809,84056-64389,84056-85671,84056-56265,84056-25267,84056-12538,,84056-64637:Brian Lewerke,84056-64637,QB,Brian,Brian Lewerke,Lewerke,,,6000,WAS@NYG,NYG,WAS,1,,,,,,QB,
2995249927,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-21948,84056-54140,84056-70383,84056-72846,84056-85701,84056-86997,84056-40126,84056-40442,84056-12548,,84056-68741:Brandon Peters,84056-68741,QB,Brandon,Brandon Peters,Peters,,,6000,LAC@LV,LAC,LV,4,,,,,,QB,
2995249932,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-89951,84056-40442,84056-54140,84056-41305,84056-72846,84056-85798,84056-60712,84056-103564,84056-12547,,84056-27801:Nate Sudfeld,84056-27801,QB,Nate,Nate Sudfeld,Sudfeld,,,6000,JAC@DET,DET,JAC,1,,,,,,QB,
2995249936,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-91591,84056-40442,84056-54140,84056-31001,84056-45439,84056-56809,84056-91047,84056-52436,84056-12545,,84056-130269:Reid Sinnett,84056-130269,QB,Reid,Reid Sinnett,Sinnett,,,6000,MIA@SF,MIA,SF,4,,,,,,QB,
2995249940,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-91591,84056-52451,84056-54608,84056-53681,84056-64841,84056-85701,84056-86244,84056-40442,84056-12548,,84056-130337:Case Cookus,84056-130337,QB,Case,Case Cookus,Cookus,,,6000,SEA@LAR,LAR,SEA,4,,,,,,QB,
2995249945,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-21948,84056-39280,84056-71845,84056-45889,84056-64496,84056-85671,84056-41872,84056-103564,84056-12528,,84056-91468:Chase Garbers,84056-91468,QB,Chase,Chase Garbers,Garbers,,,6000,LAC@LV,LV,LAC,4,,,,,,QB,
2995249948,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-26483,84056-73273,84056-80001,84056-56250,84056-62994,84056-73048,84056-80353,84056-45889,84056-12528,,84056-52606:David Blough,84056-52606,QB,David,David Blough,Blough,0.600000024,1,6000,NYJ@MIN,MIN,NYJ,1,,,,,,QB,
2995249953,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-57439,84056-54140,84056-86055,84056-40669,84056-88575,84056-93055,84056-33076,84056-31001,84056-12532,,84056-52613:Curtis Samuel,84056-52613,WR,Curtis,Curtis Samuel,Samuel,9.316666921,12,6000,WAS@NYG,WAS,NYG,1,,,,,,WR/FLEX,
2995249960,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-92020,84056-39280,84056-45229,84056-56250,84056-60858,84056-90573,84056-70601,84056-45889,84056-12528,,84056-103824:Easton Stick,84056-103824,QB,Easton,Easton Stick,Stick,,,6000,LAC@LV,LAC,LV,4,,,,,,QB,
2995249968,84056-260886928,$60K Sun NFL Hail Mary ($0.25 To Enter),84056-69531,84056-30989,84056-54140,84056-85701,84056-86997,84056-90576,84056-71705,84056-40647,84056-12548,,84056-73118:Ian Book,84056-73118,QB,Ian,Ian Book,Book,4,1,6000,TEN@PHI,PHI,TEN,1,NA,Coach's decision,,,,QB,
