entry_id,contest_id,contest_name,QB,RB,RB,WR,WR,WR,TE,FLEX,DEF,,Instructions,,,,,,,,,,,,,,,,,,
2999102844,84373-261104690,$25K Sun NFL Pooch Punt (150 Entries Max),84373-63589,84373-39280,84373-92575,84373-22103,84373-63043,84373-73048,84373-86244,84373-39793,84373-12530,,84373-53095:Kyle Allen,84373-53095,QB,Kyle,Kyle Allen,Allen,9.970000267,2,6300,HOU@DAL,HOU,DAL,1,,,,,,QB
2999102845,84373-261104690,$25K Sun NFL Pooch Punt (150 Entries Max),84373-69531,84373-54140,84373-86055,84373-32243,84373-52917,84373-72846,84373-88297,84373-38791,84373-12547,,84373-40167:Gus Edwards,84373-40167,RB,Gus,Gus Edwards,Edwards,8.875,4,6200,BAL@PIT,BAL,PIT,1,,,,,,RB/FLEX
2999102847,84373-261104690,$25K Sun NFL Pooch Punt (150 Entries Max),84373-22015,84373-89956,84373-92575,84373-86997,84373-90576,84373-94534,84373-91931,84373-86631,84373-12529,,84373-90406:Zach Wilson,84373-90406,QB,Zach,Zach Wilson,Wilson,11.75142888,7,6200,NYJ@BUF,NYJ,BUF,1,,,,,,QB
2999102848,84373-261104690,$25K Sun NFL Pooch Punt (150 Entries Max),84373-22038,84373-52922,84373-91598,84373-56018,84373-60858,84373-86631,84373-71706,84373-52917,84373-12529,,84373-94534:Gabe Davis,84373-94534,WR,Gabe,Gabe Davis,Davis,10.90909091,11,6200,NYJ@BUF,BUF,NYJ,1,,,,,,WR/FLEX
2999102850,84373-261104690,$25K Sun NFL Pooch Punt (150 Entries Max),84373-62239,84373-53562,84373-71845,84373-61042,84373-63043,84373-85701,84373-64585,84373-103252,84373-12547,,84373-30231:Jacoby Brissett,84373-30231,QB,Jacoby,Jacoby Brissett,Brissett,15.82909047,11,6200,CLE@CIN,CLE,CIN,1,,,,,,QB
2999102852,84373-261104690,$25K Sun NFL Pooch Punt (150 Entries Max),84373-69531,84373-64401,84373-91626,84373-25079,84373-40647,84373-90576,84373-41872,84373-63759,84373-12532,,84373-34331:Latavius Murray,84373-34331,RB,Latavius,Latavius Murray,Murray,10.17500019,8,6200,KC@DEN,DEN,KC,4,,,,,,RB/FLEX
2999102853,84373-261104690,$25K Sun NFL Pooch Punt (150 Entries Max),84373-69531,84373-55830,84373-64401,84373-27050,84373-29685,84373-90576,84373-86244,84373-71706,84373-12529,,84373-55042:Dalton Schultz,84373-55042,TE,Dalton,Dalton Schultz,Schultz,6.780000305,10,6200,HOU@DAL,DAL,HOU,1,,,,,,TE/FLEX
2999102855,84373-261104690,$25K Sun NFL Pooch Punt (150 Entries Max),84373-22038,84373-43433,84373-45631,84373-63819,84373-86997,84373-94534,84373-71706,84373-39280,84373-12547,,84373-29501:Brandin Cooks,84373-29501,WR,Brandin,Brandin Cooks,Cooks,8.069999695,10,6200,HOU@DAL,HOU,DAL,1,O,Calf,,,,WR/FLEX
2999102856,84373-261104690,$25K Sun NFL Pooch Punt (150 Entries Max),84373-62239,84373-86055,84373-91598,84373-112062,84373-39716,84373-85701,84373-64585,84373-55050,84373-12547,,84373-41827:P.J. Walker,84373-41827,QB,P.J.,P.J. Walker,Walker,7.023333232,6,6200,CAR@SEA,CAR,SEA,4,,,,,,QB
2999102858,84373-261104690,$25K Sun NFL Pooch Punt (150 Entries Max),84373-92020,84373-40167,84373-55050,84373-39716,84373-70422,84373-85701,84373-86244,84373-31001,84373-12530,,84373-14377:Tyrod Taylor,84373-14377,QB,Tyrod,Tyrod Taylor,Taylor,2.440000057,1,6100,PHI@NYG,NYG,PHI,1,,,,,,QB
2999102860,84373-261104690,$25K Sun NFL Pooch Punt (150 Entries Max),84373-31716,84373-64401,84373-86055,84373-6739,84373-69956,84373-72846,84373-86244,84373-39280,84373-12532,,84373-39034:Kurt Benkert,84373-39034,QB,Kurt,Kurt Benkert,Benkert,-0.100000001,1,6100,TB@SF,SF,TB,4,,,,,,QB
2999102862,84373-261104690,$25K Sun NFL Pooch Punt (150 Entries Max),84373-62239,84373-38791,84373-39280,84373-63855,84373-85671,84373-88575,84373-64585,84373-22103,84373-12547,,84373-91426:Donovan Peoples-Jones,84373-91426,WR,Donovan,Donovan Peoples-Jones,Peoples-Jones,8.03333346,12,6100,CLE@CIN,CLE,CIN,1,,,,,,WR/FLEX
2999102863,84373-261104690,$25K Sun NFL Pooch Punt (150 Entries Max),84373-62239,84373-55050,84373-86055,84373-114180,84373-25079,84373-45439,84373-86244,84373-38791,84373-12531,,84373-27986:C.J. Beathard,84373-27986,QB,C.J.,C.J. Beathard,Beathard,0.07,2,6100,JAC@TEN,JAC,TEN,1,,,,,,QB
2999102865,84373-261104690,$25K Sun NFL Pooch Punt (150 Entries Max),84373-92020,84373-39280,84373-72776,84373-39716,84373-53097,84373-85671,84373-86244,84373-71706,84373-12530,,84373-61798:Gardner Minshew II,84373-61798,QB,Gardner,Gardner Minshew II,Minshew II,0.629999995,2,6100,PHI@NYG,PHI,NYG,1,,,,,,QB
2999102867,84373-261104690,$25K Sun NFL Pooch Punt (150 Entries Max),84373-38435,84373-54140,84373-86055,84373-52916,84373-52917,84373-86631,84373-71706,84373-38791,84373-12547,,84373-31170:Brandon Allen,84373-31170,QB,Brandon,Brandon Allen,Allen,0.779999971,1,6100,CLE@CIN,CIN,CLE,1,,,,,,QB
2999102869,84373-261104690,$25K Sun NFL Pooch Punt (150 Entries Max),84373-89951,84373-39280,84373-63759,84373-52917,84373-73048,84373-94534,84373-40126,84373-41305,84373-12530,,84373-22994:Case Keenum,84373-22994,QB,Case,Case Keenum,Keenum,0.159999996,2,6100,NYJ@BUF,BUF,NYJ,1,,,,,,QB
2999102871,84373-261104690,$25K Sun NFL Pooch Punt (150 Entries Max),84373-6498,84373-39280,84373-91598,84373-52917,84373-55987,84373-85701,84373-91931,84373-32384,84373-12532,,84373-40407:Joshua Dobbs,84373-40407,QB,Joshua,Joshua Dobbs,Dobbs,,,6100,MIN@DET,DET,MIN,1,,,,,,QB
2999102872,84373-261104690,$25K Sun NFL Pooch Punt (150 Entries Max),84373-62239,84373-86055,84373-93539,84373-40669,84373-52917,84373-85671,84373-64585,84373-54140,84373-12547,,84373-91626:James Cook,84373-91626,RB,James,James Cook,Cook,4.90833346,12,6100,NYJ@BUF,BUF,NYJ,1,,,,,,RB/FLEX
2999102874,84373-261104690,$25K Sun NFL Pooch Punt (150 Entries Max),84373-62239,84373-39280,84373-63759,84373-66008,84373-86631,84373-94534,84373-40126,84373-38264,84373-12532,,84373-64051:Drew Lock,84373-64051,QB,Drew,Drew Lock,Lock,8.896666845,6,6100,CAR@SEA,SEA,CAR,4,,,,,,QB
2999102877,84373-261104690,$25K Sun NFL Pooch Punt (150 Entries Max),84373-62239,84373-87467,84373-92575,84373-22103,84373-85671,84373-94534,84373-71705,84373-39280,84373-12529,,84373-6714:Joe Flacco,84373-6714,QB,Joe,Joe Flacco,Flacco,15.8799998,3,6100,NYJ@BUF,NYJ,BUF,1,,,,,,QB
2999102878,84373-261104690,$25K Sun NFL Pooch Punt (150 Entries Max),84373-69531,84373-86055,84373-91598,84373-69956,84373-85701,84373-90576,84373-40126,84373-34331,84373-12526,,84373-41562:Nick Mullens,84373-41562,QB,Nick,Nick Mullens,Mullens,1.019999981,2,6100,MIN@DET,MIN,DET,1,,,,,,QB
2999102880,84373-261104690,$25K Sun NFL Pooch Punt (150 Entries Max),84373-21948,84373-52442,84373-89956,84373-52917,84373-56018,84373-85701,84373-40126,84373-103564,84373-12547,,84373-87691:Malik Willis,84373-87691,QB,Malik,Malik Willis,Willis,1.695999908,5,6100,JAC@TEN,TEN,JAC,1,,,,,,QB
2999102881,84373-261104690,$25K Sun NFL Pooch Punt (150 Entries Max),84373-62239,84373-52442,84373-63759,84373-103564,84373-25079,84373-45439,84373-91931,84373-71705,84373-12532,,84373-44715:Cooper Rush,84373-44715,QB,Cooper,Cooper Rush,Rush,8.519999913,7,6100,HOU@DAL,DAL,HOU,1,,,,,,QB
2999102883,84373-261104690,$25K Sun NFL Pooch Punt (150 Entries Max),84373-63519,84373-70603,84373-86055,84373-72846,84373-90576,84373-93055,84373-52436,84373-39280,84373-12529,,84373-38628:Mitch Trubisky,84373-38628,QB,Mitch,Mitch Trubisky,Trubisky,10.55599976,5,6100,BAL@PIT,PIT,BAL,1,,,,,,QB
2999102885,84373-261104690,$25K Sun NFL Pooch Punt (150 Entries Max),84373-92020,84373-39280,84373-40167,84373-86631,84373-90561,84373-91426,84373-86244,84373-85798,84373-12545,,84373-61157:Brett Rypien,84373-61157,QB,Brett,Brett Rypien,Rypien,8.899999619,1,6100,KC@DEN,DEN,KC,4,,,,,,QB
2999102886,84373-261104690,$25K Sun NFL Pooch Punt (150 Entries Max),84373-62239,84373-86055,84373-90575,84373-25079,84373-88575,84373-90576,84373-40126,84373-55050,84373-12547,,84373-29715:Kevin Hogan,84373-29715,QB,Kevin,Kevin Hogan,Hogan,,,6000,HOU@DAL,HOU,DAL,1,,,,,,QB
2999102889,84373-261104690,$25K Sun NFL Pooch Punt (150 Entries Max),84373-62239,84373-54140,84373-64401,84373-45439,84373-89981,84373-90576,84373-64585,84373-40126,84373-12547,,84373-71710:Nate Stanley,84373-71710,QB,Nate,Nate Stanley,Stanley,,,6000,MIN@DET,MIN,DET,1,,,,,,QB
2999102891,84373-261104690,$25K Sun NFL Pooch Punt (150 Entries Max),84373-62239,84373-39280,84373-63759,84373-39716,84373-52917,84373-86997,84373-57338,84373-55335,84373-12547,,84373-62566:Travis Jonsen,84373-62566,QB,Travis,Travis Jonsen,Jonsen,,,6000,TB@SF,TB,SF,4,,,,,,QB
2999102892,84373-261104690,$25K Sun NFL Pooch Punt (150 Entries Max),84373-22038,84373-40167,84373-91598,84373-66008,84373-86997,84373-90576,84373-86244,84373-71706,84373-12549,,84373-52342:Will Grier,84373-52342,QB,Will,Will Grier,Grier,,,6000,HOU@DAL,DAL,HOU,1,,,,,,QB
2999102894,84373-261104690,$25K Sun NFL Pooch Punt (150 Entries Max),84373-62239,84373-71845,84373-91598,84373-85701,84373-90576,84373-94534,84373-91931,84373-52917,84373-12547,,84373-64637:Brian Lewerke,84373-64637,QB,Brian,Brian Lewerke,Lewerke,,,6000,PHI@NYG,NYG,PHI,1,,,,,,QB
2999102896,84373-261104690,$25K Sun NFL Pooch Punt (150 Entries Max),84373-22015,84373-53562,84373-92575,84373-63819,84373-86631,84373-89981,84373-91931,84373-32384,84373-12532,,84373-83074:Dallas Goedert,84373-83074,TE,Dallas,Dallas Goedert,Goedert,10.21111128,9,6000,PHI@NYG,PHI,NYG,1,IR,Shoulder,,,,TE/FLEX
2999102898,84373-261104690,$25K Sun NFL Pooch Punt (150 Entries Max),84373-69531,84373-87467,84373-91626,84373-63819,84373-72846,84373-90576,84373-64585,84373-39280,84373-12551,,84373-27801:Nate Sudfeld,84373-27801,QB,Nate,Nate Sudfeld,Sudfeld,-0.100000001,1,6000,MIN@DET,DET,MIN,1,Q,Illness,,,,QB
2999102900,84373-261104690,$25K Sun NFL Pooch Punt (150 Entries Max),84373-63336,84373-53562,84373-63759,84373-40669,84373-72846,84373-90561,84373-91931,84373-40647,84373-12547,,84373-94396:Carson Strong,84373-94396,QB,Carson,Carson Strong,Strong,,,6000,PHI@NYG,PHI,NYG,1,,,,,,QB
2999102902,84373-261104690,$25K Sun NFL Pooch Punt (150 Entries Max),84373-62239,84373-38791,84373-52442,84373-86631,84373-88575,84373-94534,84373-60451,84373-103252,84373-12547,,84373-149696:Trey Lance,84373-149696,QB,Trey,Trey Lance,Lance,6.730000019,2,6000,TB@SF,SF,TB,4,IR,Ankle,,,,QB
2999102904,84373-261104690,$25K Sun NFL Pooch Punt (150 Entries Max),84373-62239,84373-34331,84373-53562,84373-73048,84373-90576,84373-94534,84373-41872,84373-55987,84373-12547,,84373-69833:Shane Buechele,84373-69833,QB,Shane,Shane Buechele,Buechele,,,6000,KC@DEN,KC,DEN,4,,,,,,QB
2999102907,84373-261104690,$25K Sun NFL Pooch Punt (150 Entries Max),84373-92020,84373-39280,84373-63759,84373-60858,84373-66008,84373-94534,84373-88297,84373-39716,84373-12530,,84373-92362:Levi Lewis,84373-92362,QB,Levi,Levi Lewis,Lewis,,,6000,CAR@SEA,SEA,CAR,4,,,,,,QB
2999102908,84373-261104690,$25K Sun NFL Pooch Punt (150 Entries Max),84373-38435,84373-71845,84373-86055,84373-63855,84373-85671,84373-86997,84373-39793,84373-55830,84373-12529,,84373-92413:Elijah Mitchell,84373-92413,RB,Elijah,Elijah Mitchell,Mitchell,6.150000095,4,6000,TB@SF,SF,TB,4,IR,Knee - mcl,,,,RB/FLEX
2999102910,84373-261104690,$25K Sun NFL Pooch Punt (150 Entries Max),84373-21948,84373-52442,84373-89956,84373-27050,84373-72846,84373-91426,84373-88297,84373-103564,84373-12531,,84373-170252:Felix Harper,84373-170252,QB,Felix,Felix Harper,Harper,,,6000,CLE@CIN,CLE,CIN,1,,,,,,QB
2999102912,84373-261104690,$25K Sun NFL Pooch Punt (150 Entries Max),84373-63336,84373-39280,84373-63759,84373-40669,84373-61042,84373-86631,84373-64585,84373-40647,84373-12530,,84373-69956:Michael Gallup,84373-69956,WR,Michael,Michael Gallup,Gallup,6.85555564,9,6000,HOU@DAL,DAL,HOU,1,,,,,,WR/FLEX
2999102914,84373-261104690,$25K Sun NFL Pooch Punt (150 Entries Max),84373-63336,84373-90912,84373-91598,84373-85671,84373-89981,84373-91426,84373-40126,84373-56018,84373-12547,,84373-52606:David Blough,84373-52606,QB,David,David Blough,Blough,0.600000024,1,6000,MIN@DET,MIN,DET,1,,,,,,QB
2999102916,84373-261104690,$25K Sun NFL Pooch Punt (150 Entries Max),84373-89951,84373-39280,84373-63759,84373-45439,84373-85701,84373-91426,84373-41872,84373-40669,84373-12545,,84373-73118:Ian Book,84373-73118,QB,Ian,Ian Book,Book,4,1,6000,PHI@NYG,PHI,NYG,1,,,,,,QB
2999102917,84373-261104690,$25K Sun NFL Pooch Punt (150 Entries Max),84373-62239,84373-54140,84373-64401,84373-40647,84373-90561,84373-94534,84373-104447,84373-34331,84373-12530,,84373-60840:Jake Browning,84373-60840,QB,Jake,Jake Browning,Browning,,,6000,CLE@CIN,CIN,CLE,1,,,,,,QB
2999102919,84373-261104690,$25K Sun NFL Pooch Punt (150 Entries Max),84373-62239,84373-63759,84373-86055,84373-29685,84373-73048,84373-94534,84373-90307,84373-54140,84373-12547,,84373-53729:Mason Rudolph,84373-53729,QB,Mason,Mason Rudolph,Rudolph,9.68999958,2,6000,BAL@PIT,PIT,BAL,1,,,,,,QB
2999102921,84373-261104690,$25K Sun NFL Pooch Punt (150 Entries Max),84373-62239,84373-54140,84373-93539,84373-40647,84373-85671,84373-90561,84373-64585,84373-110246,84373-12529,,84373-30253:Jeff Driskel,84373-30253,QB,Jeff,Jeff Driskel,Driskel,0.75,2,6000,HOU@DAL,HOU,DAL,1,,,,,,QB
2999102922,84373-261104690,$25K Sun NFL Pooch Punt (150 Entries Max),84373-69531,84373-63759,84373-86055,84373-22103,84373-25079,84373-90576,84373-88297,84373-55050,84373-12532,,84373-72241:Drew Plitt,84373-72241,QB,Drew,Drew Plitt,Plitt,,,6000,CLE@CIN,CIN,CLE,1,,,,,,QB
2999102924,84373-261104690,$25K Sun NFL Pooch Punt (150 Entries Max),84373-54879,84373-89956,84373-90575,84373-85701,84373-89981,84373-91426,84373-86244,84373-86055,84373-12551,,84373-88630:Matt Corral,84373-88630,QB,Matt,Matt Corral,Corral,,,6000,CAR@SEA,CAR,SEA,4,IR,Foot,,,,QB
2999102925,84373-261104690,$25K Sun NFL Pooch Punt (150 Entries Max),84373-69531,84373-52442,84373-64401,84373-25079,84373-63855,84373-88575,84373-69451,84373-22103,84373-12530,,84373-71232:D'Eriq King,84373-71232,QB,D'Eriq,D'Eriq King,King,,,6000,CAR@SEA,CAR,SEA,4,,,,,,QB
2999102927,84373-261104690,$25K Sun NFL Pooch Punt (150 Entries Max),84373-92020,84373-52442,84373-91598,84373-29685,84373-85701,84373-91426,84373-86244,84373-33076,84373-12532,,84373-94797:Kellen Mond,84373-94797,QB,Kellen,Kellen Mond,Mond,0.200000003,1,6000,CLE@CIN,CLE,CIN,1,,,,,,QB
2999102929,84373-261104690,$25K Sun NFL Pooch Punt (150 Entries Max),84373-57439,84373-55830,84373-86055,84373-85701,84373-90576,84373-91426,84373-91931,84373-55987,84373-12547,,84373-7844:Chad Henne,84373-7844,QB,Chad,Chad Henne,Henne,-0.150000006,2,6000,KC@DEN,KC,DEN,4,,,,,,QB
2999102931,84373-261104690,$25K Sun NFL Pooch Punt (150 Entries Max),84373-57439,84373-34331,84373-86055,84373-52917,84373-85701,84373-91426,84373-33076,84373-40669,84373-12544,,84373-110259:Treylon Burks,84373-110259,WR,Treylon,Treylon Burks,Burks,7.699999809,8,6000,JAC@TEN,TEN,JAC,1,O,Concussion,,,,WR/FLEX
2999102934,84373-261104690,$25K Sun NFL Pooch Punt (150 Entries Max),84373-62239,84373-86055,84373-92575,84373-53639,84373-69956,84373-86997,84373-91046,84373-54140,84373-12547,,84373-73398:Chris Oladokun,84373-73398,QB,Chris,Chris Oladokun,Oladokun,,,6000,KC@DEN,KC,DEN,4,,,,,,QB
2999102936,84373-261104690,$25K Sun NFL Pooch Punt (150 Entries Max),84373-62239,84373-55050,84373-90575,84373-73048,84373-91426,84373-94534,84373-91931,84373-55987,84373-12547,,84373-69304:Kyle Trask,84373-69304,QB,Kyle,Kyle Trask,Trask,,,6000,TB@SF,TB,SF,4,,,,,,QB
2999102938,84373-261104690,$25K Sun NFL Pooch Punt (150 Entries Max),84373-54879,84373-54140,84373-91598,84373-39716,84373-52917,84373-85701,84373-55335,84373-103564,84373-12554,,84373-69333:Jacob Eason,84373-69333,QB,Jacob,Jacob Eason,Eason,1.360000014,1,6000,TB@SF,SF,TB,4,,,,,,QB
2999102940,84373-261104690,$25K Sun NFL Pooch Punt (150 Entries Max),84373-62239,84373-54140,84373-55050,84373-53639,84373-69956,84373-85671,84373-64221,84373-53097,84373-12529,,84373-87787:J.K. Dobbins,84373-87787,RB,J.K.,J.K. Dobbins,Dobbins,7.800000191,4,6000,BAL@PIT,BAL,PIT,1,,,,,,RB/FLEX
2999102942,84373-261104690,$25K Sun NFL Pooch Punt (150 Entries Max),84373-63589,84373-52442,84373-92575,84373-63043,84373-73048,84373-94534,84373-91931,84373-40647,84373-12530,,84373-85741:Clyde Edwards-Helaire,84373-85741,RB,Clyde,Clyde Edwards-Helaire,Edwards-Helaire,8.980000305,10,6000,KC@DEN,KC,DEN,4,IR,Ankle,,,,RB/FLEX
2999102943,84373-261104690,$25K Sun NFL Pooch Punt (150 Entries Max),84373-62239,84373-63759,84373-86055,84373-25079,84373-91426,84373-94534,84373-40126,84373-55050,84373-12532,,84373-29445:Sean Mannion,84373-29445,QB,Sean,Sean Mannion,Mannion,12.96000004,1,6000,CAR@SEA,SEA,CAR,4,,,,,,QB
2999102945,84373-261104690,$25K Sun NFL Pooch Punt (150 Entries Max),84373-62239,84373-54140,84373-63759,84373-86631,84373-90576,84373-94534,84373-90307,84373-14190,84373-12529,,84373-95026:Dustin Crum,84373-95026,QB,Dustin,Dustin Crum,Crum,,,6000,KC@DEN,KC,DEN,4,,,,,,QB
2999102946,84373-261104690,$25K Sun NFL Pooch Punt (150 Entries Max),84373-54879,84373-40167,84373-89956,84373-31001,84373-40669,84373-85701,84373-88297,84373-39280,84373-12543,,84373-8023:Josh Johnson,84373-8023,QB,Josh,Josh Johnson,Johnson,12.07999992,4,6000,TB@SF,SF,TB,4,,,,,,QB
2999102949,84373-261104690,$25K Sun NFL Pooch Punt (150 Entries Max),84373-69531,84373-54140,84373-86055,84373-112062,84373-53390,84373-73048,84373-71705,84373-39280,84373-12547,,84373-33647:Kyle Sloter,84373-33647,QB,Kyle,Kyle Sloter,Sloter,,,6000,JAC@TEN,JAC,TEN,1,,,,,,QB
2999102951,84373-261104690,$25K Sun NFL Pooch Punt (150 Entries Max),84373-22038,84373-39280,84373-91626,84373-39716,84373-52917,84373-72846,84373-86244,84373-71706,84373-12536,,84373-38767:Chris Streveler,84373-38767,QB,Chris,Chris Streveler,Streveler,1.019999981,2,6000,NYJ@BUF,NYJ,BUF,1,,,,,,QB
2999102953,84373-261104690,$25K Sun NFL Pooch Punt (150 Entries Max),84373-62239,84373-34331,84373-86055,84373-72846,84373-90561,84373-94534,84373-33076,84373-40647,84373-12540,,84373-14194:Blaine Gabbert,84373-14194,QB,Blaine,Blaine Gabbert,Gabbert,0.330000003,6,6000,TB@SF,TB,SF,4,,,,,,QB
2999102955,84373-261104690,$25K Sun NFL Pooch Punt (150 Entries Max),84373-22015,84373-63759,84373-86055,84373-41305,84373-55987,84373-73048,84373-91931,84373-39280,84373-12528,,84373-39795:Davis Webb,84373-39795,QB,Davis,Davis Webb,Webb,-0.300000012,1,6000,PHI@NYG,NYG,PHI,1,,,,,,QB
2999102957,84373-261104690,$25K Sun NFL Pooch Punt (150 Entries Max),84373-40534,84373-45631,84373-55050,84373-25079,84373-32384,84373-39716,84373-64585,84373-103564,84373-12553,,84373-169852:Davis Cheek,84373-169852,QB,Davis,Davis Cheek,Cheek,,,6000,CAR@SEA,CAR,SEA,4,,,,,,QB
2999102958,84373-261104690,$25K Sun NFL Pooch Punt (150 Entries Max),84373-62239,84373-54140,84373-63759,84373-45439,84373-89981,84373-90576,84373-64585,84373-39716,84373-12531,,84373-94087:DeeJay Dallas,84373-94087,RB,DeeJay,DeeJay Dallas,Dallas,1.425000032,12,6000,CAR@SEA,SEA,CAR,4,Q,Ankle,,,,RB/FLEX
2999102959,84373-261104690,$25K Sun NFL Pooch Punt (150 Entries Max),84373-62239,84373-52442,84373-86055,84373-103564,84373-63819,84373-91426,84373-64585,84373-38791,84373-12540,,84373-62364:Josh Rosen,84373-62364,QB,Josh,Josh Rosen,Rosen,-0.413333337,3,6000,CLE@CIN,CLE,CIN,1,,,,,,QB
2999102961,84373-261104690,$25K Sun NFL Pooch Punt (150 Entries Max),84373-38435,84373-39280,84373-63759,84373-63043,84373-86997,84373-94534,84373-40126,84373-39716,84373-12529,,84373-29605:Matt Barkley,84373-29605,QB,Matt,Matt Barkley,Barkley,,,6000,NYJ@BUF,BUF,NYJ,1,,,,,,QB
2999102962,84373-261104690,$25K Sun NFL Pooch Punt (150 Entries Max),84373-38435,84373-63759,84373-70603,84373-53097,84373-85671,84373-87859,84373-71706,84373-39280,84373-12529,,84373-33702:Ryan Griffin,84373-33702,QB,Ryan,Ryan Griffin,Griffin,,,6000,TB@SF,TB,SF,4,,,,,,QB
2999102964,84373-261104690,$25K Sun NFL Pooch Punt (150 Entries Max),84373-62239,84373-86055,84373-91598,84373-86631,84373-91426,84373-94534,84373-52436,84373-41305,84373-12551,,84373-93103:E.J. Perry,84373-93103,QB,E.J.,E.J. Perry,Perry,,,6000,JAC@TEN,JAC,TEN,1,,,,,,QB
2999102965,84373-261104690,$25K Sun NFL Pooch Punt (150 Entries Max),84373-22015,84373-39280,84373-92575,84373-22103,84373-25079,84373-55987,84373-71706,84373-34331,84373-12547,,84373-69597:Anthony Brown,84373-69597,QB,Anthony,Anthony Brown,Brown,,,6000,BAL@PIT,BAL,PIT,1,,,,,,QB
2999102967,84373-261104690,$25K Sun NFL Pooch Punt (150 Entries Max),84373-69531,84373-64401,84373-91626,84373-25079,84373-52917,84373-90576,84373-93143,84373-63759,84373-12547,,84373-63469:Ben DiNucci,84373-63469,QB,Ben,Ben DiNucci,DiNucci,,,6000,HOU@DAL,DAL,HOU,1,,,,,,QB
2999414612,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-62239,84373-52442,84373-89956,84373-41305,84373-55987,84373-94534,84373-40126,84373-34331,84373-12530,,84373-86052:Kadarius Toney,84373-86052,WR,Kadarius,Kadarius Toney,Toney,4.5,5,5900,KC@DEN,KC,DEN,4,O,Hamstring,,,,WR/FLEX
2999414613,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-62239,84373-39280,84373-54608,84373-40669,84373-53639,84373-86997,84373-86244,84373-71706,84373-12536,,84373-91419:Nico Collins,84373-91419,WR,Nico,Nico Collins,Collins,7.859999847,10,5900,HOU@DAL,HOU,DAL,1,O,Foot,,,,WR/FLEX
2999414615,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-54879,84373-52442,84373-63759,84373-38264,84373-85701,84373-90576,84373-55335,84373-25813,84373-12526,,84373-38264:Demarcus Robinson,84373-38264,WR,Demarcus,Demarcus Robinson,Robinson,5.118181749,11,5900,BAL@PIT,BAL,PIT,1,,,,,,WR/FLEX
2999414616,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-21948,84373-52442,84373-63759,84373-39716,84373-60858,84373-86631,84373-40126,84373-34331,84373-12547,,84373-40669:Tyler Boyd,84373-40669,WR,Tyler,Tyler Boyd,Boyd,9.576666514,12,5900,CLE@CIN,CIN,CLE,1,,,,,,WR/FLEX
2999414617,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-22038,84373-64401,84373-71845,84373-39716,84373-45439,84373-86997,84373-40126,84373-34331,84373-12530,,84373-39793:George Kittle,84373-39793,TE,George,George Kittle,Kittle,8.819999695,10,5900,TB@SF,SF,TB,4,,,,,,TE/FLEX
2999414619,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-69531,84373-39280,84373-71444,84373-25079,84373-41305,84373-90576,84373-71706,84373-40126,84373-12529,,84373-86244:Pat Freiermuth,84373-86244,TE,Pat,Pat Freiermuth,Freiermuth,8.245454268,11,5800,BAL@PIT,PIT,BAL,1,,,,,,TE/FLEX
2999414621,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-21948,84373-52442,84373-89956,84373-55635,84373-89981,84373-91426,84373-40126,84373-31001,84373-12547,,84373-40647:Marquez Valdes-Scantling,84373-40647,WR,Marquez,Marquez Valdes-Scantling,Valdes-Scantling,6.733333588,12,5800,KC@DEN,KC,DEN,4,,,,,,WR/FLEX
2999414622,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-62239,84373-39280,84373-63759,84373-61042,84373-86997,84373-94534,84373-85986,84373-39716,84373-12555,,84373-71444:Travis Homer,84373-71444,RB,Travis,Travis Homer,Homer,4.616666794,6,5800,CAR@SEA,SEA,CAR,4,,,,,,RB/FLEX
2999414623,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-38435,84373-39280,84373-55050,84373-22103,84373-52917,84373-85671,84373-86244,84373-39793,84373-12529,,84373-29685:Robert Woods,84373-29685,WR,Robert,Robert Woods,Woods,4.683333397,12,5800,JAC@TEN,TEN,JAC,1,,,,,,WR/FLEX
2999414627,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-62239,84373-103252,84373-63759,84373-39716,84373-85701,84373-86997,84373-64585,84373-25813,84373-12547,,84373-45229:Kareem Hunt,84373-45229,RB,Kareem,Kareem Hunt,Hunt,7.958333333,12,5700,CLE@CIN,CLE,CIN,1,,,,,,RB/FLEX
2999414628,84373-261104703,$55K Sun NFL Hail Mary ($0.25 To Enter),84373-54879,84373-63759,84373-89956,84373-29685,84373-85701,84373-91426,84373-71705,84373-39280,84373-12532,,84373-45439:Corey Davis,84373-45439,WR,Corey,Corey Davis,Davis,7.666666667,9,5700,NYJ@BUF,NYJ,BUF,1,,,,,,WR/FLEX
